Deal Type,Telcos:device_full_name,device name look up,brand_name,colour,Telcos:storage_size,img_link,Telcos:network,provider logo,Telcos:connectivity,Telcos:inc_data,Monthly Data,Telcos:term,Telcos:initial_cost,Telcos:month_cost,Telcos:deal_cost_json,aw_deep_link,promo_text,condition
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,12,30,199.84,"{""tco_inc_vat"": ""2428.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2023.40"", ""ecpm_inc_vat"": ""202.34"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""168.62"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""199.84"", ""monthly_device_inc_vat"": ""174.84"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""145.70"", ""monthly_total_exc_vat"": ""166.53"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716513&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,24,30,102.42,"{""tco_inc_vat"": ""2488.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2073.40"", ""ecpm_inc_vat"": ""103.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""86.39"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""102.42"", ""monthly_device_inc_vat"": ""87.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""72.85"", ""monthly_total_exc_vat"": ""85.35"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716517&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,48,40,62.5,"{""tco_inc_vat"": ""3040.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""40.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2533.33"", ""ecpm_inc_vat"": ""63.33"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""52.78"", ""upfront_exc_vat"": ""33.33"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""62.50"", ""monthly_device_inc_vat"": ""43.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""36.25"", ""monthly_total_exc_vat"": ""52.08"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716541&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,24,30,122.42,"{""tco_inc_vat"": ""2968.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2473.40"", ""ecpm_inc_vat"": ""123.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""103.06"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""122.42"", ""monthly_device_inc_vat"": ""87.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""35.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""29.17"", ""monthly_device_exc_vat"": ""72.85"", ""monthly_total_exc_vat"": ""102.02"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716543&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,36,30,93.28,"{""tco_inc_vat"": ""3388.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2823.40"", ""ecpm_inc_vat"": ""94.11"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""78.43"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""93.28"", ""monthly_device_inc_vat"": ""58.28"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""35.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""29.17"", ""monthly_device_exc_vat"": ""48.57"", ""monthly_total_exc_vat"": ""77.73"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716545&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,12,30,193.84,"{""tco_inc_vat"": ""2356.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1963.40"", ""ecpm_inc_vat"": ""196.34"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""163.62"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""193.84"", ""monthly_device_inc_vat"": ""174.84"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""145.70"", ""monthly_total_exc_vat"": ""161.53"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716547&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,48,40,78.5,"{""tco_inc_vat"": ""3808.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""40.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""3173.33"", ""ecpm_inc_vat"": ""79.33"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""66.11"", ""upfront_exc_vat"": ""33.33"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""78.50"", ""monthly_device_inc_vat"": ""43.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""35.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""29.17"", ""monthly_device_exc_vat"": ""36.25"", ""monthly_total_exc_vat"": ""65.42"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716549&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,48,40,68.5,"{""tco_inc_vat"": ""3328.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""40.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2773.33"", ""ecpm_inc_vat"": ""69.33"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""57.78"", ""upfront_exc_vat"": ""33.33"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""68.50"", ""monthly_device_inc_vat"": ""43.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""36.25"", ""monthly_total_exc_vat"": ""57.08"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716551&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,36,30,83.28,"{""tco_inc_vat"": ""3028.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2523.40"", ""ecpm_inc_vat"": ""84.11"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""70.09"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""83.28"", ""monthly_device_inc_vat"": ""58.28"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""48.57"", ""monthly_total_exc_vat"": ""69.40"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716553&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,1,2128,15,"{""tco_inc_vat"": ""2143.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""2128.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1785.83"", ""ecpm_inc_vat"": ""2143.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1785.83"", ""upfront_exc_vat"": ""1773.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""15.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""12.50"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716555&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,Unlimited,Unlimited,1,2128,35,"{""tco_inc_vat"": ""2163.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""2128.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1802.50"", ""ecpm_inc_vat"": ""2163.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1802.50"", ""upfront_exc_vat"": ""1773.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""35.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""29.17"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716557&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,48,40,58.5,"{""tco_inc_vat"": ""2848.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""40.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2373.33"", ""ecpm_inc_vat"": ""59.33"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""49.44"", ""upfront_exc_vat"": ""33.33"", ""monthly_device_term_months"": ""48"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""48"", ""monthly_total_inc_vat"": ""58.50"", ""monthly_device_inc_vat"": ""43.50"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""36.25"", ""monthly_total_exc_vat"": ""48.75"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716559&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,1,2128,25,"{""tco_inc_vat"": ""2153.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""2128.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1794.17"", ""ecpm_inc_vat"": ""2153.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1794.17"", ""upfront_exc_vat"": ""1773.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""25.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""20.83"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716561&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,25000,25GB,36,30,79.28,"{""tco_inc_vat"": ""2884.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2403.40"", ""ecpm_inc_vat"": ""80.11"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""66.76"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""79.28"", ""monthly_device_inc_vat"": ""58.28"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""21.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""17.50"", ""monthly_device_exc_vat"": ""48.57"", ""monthly_total_exc_vat"": ""66.07"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716563&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,1,2128,19,"{""tco_inc_vat"": ""2147.00"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""2128.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1789.17"", ""ecpm_inc_vat"": ""2147.00"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""1789.17"", ""upfront_exc_vat"": ""1773.33"", ""monthly_device_term_months"": """", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""1"", ""monthly_total_inc_vat"": ""19.00"", ""monthly_device_inc_vat"": """", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""0.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": """", ""monthly_device_exc_vat"": """", ""monthly_total_exc_vat"": ""15.83"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716565&a=713067&m=3235,,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,10000,10GB,24,30,106.42,"{""tco_inc_vat"": ""2584.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2153.40"", ""ecpm_inc_vat"": ""107.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""89.72"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""106.42"", ""monthly_device_inc_vat"": ""87.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""19.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""15.83"", ""monthly_device_exc_vat"": ""72.85"", ""monthly_total_exc_vat"": ""88.68"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716569&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,36,30,73.28,"{""tco_inc_vat"": ""2668.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2223.40"", ""ecpm_inc_vat"": ""74.11"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""61.76"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""36"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""36"", ""monthly_total_inc_vat"": ""73.28"", ""monthly_device_inc_vat"": ""58.28"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""48.57"", ""monthly_total_exc_vat"": ""61.07"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716571&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,100000,100GB,24,30,112.42,"{""tco_inc_vat"": ""2728.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""2273.40"", ""ecpm_inc_vat"": ""113.67"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""94.72"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""24"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""24"", ""monthly_total_inc_vat"": ""112.42"", ""monthly_device_inc_vat"": ""87.42"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""25.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""20.83"", ""monthly_device_exc_vat"": ""72.85"", ""monthly_total_exc_vat"": ""93.68"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716573&a=713067&m=3235,6 months Free Disney+,New
Tablet,"Apple iPad Pro 12.9"" (2021) 5G (2TB Space Grey)",Apple iPad Pro 12.9 (2021),Apple,Space Grey,2TB,https://media.bigupdata.co.uk/2021-04-30_18-08-42_img_product_image_main_large1_product_edition0000097506.png?h=400&w=400&auto=enhance&auto=format&bg=FFFFFF&trim=color&trimcolor=FFFFFF&trim=auto&trimtol=2,O2,http://media.bigupdata.co.uk/img_company_logo_large1_company0000000021.png,5G,2000,2GB,12,30,189.84,"{""tco_inc_vat"": ""2308.08"", ""monthly_device_final_term_exc_vat"": """", ""upfront_inc_vat"": ""30.00"", ""monthly_total_previous_inc_vat"": """", ""tco_exc_vat"": ""1923.40"", ""ecpm_inc_vat"": ""192.34"", ""monthly_device_final_term_months"": """", ""ecpm_exc_vat"": ""160.28"", ""upfront_exc_vat"": ""25.00"", ""monthly_device_term_months"": ""12"", ""monthly_device_final_term_inc_vat"": """", ""monthly_contract_term_months"": ""12"", ""monthly_total_inc_vat"": ""189.84"", ""monthly_device_inc_vat"": ""174.84"", ""upfront_previous_inc_vat"": """", ""monthly_contract_inc_vat"": ""15.00"", ""upfront_previous_exc_vat"": """", ""monthly_contract_exc_vat"": ""12.50"", ""monthly_device_exc_vat"": ""145.70"", ""monthly_total_exc_vat"": ""158.20"", ""monthly_total_previous_exc_vat"": """"}",https://www.awin1.com/pclick.php?p=32441716575&a=713067&m=3235,6 months Free Disney+,New
